"ParticipantNumber","OverallExperience","PreRegImp","PreregExp1","PreregUse_1","PreregUse_2","PreregUse_4","PreregUse_6","PreregUse_7","PreregUse_7_TEXT","PreRegExp2","PreRegExp2_TEXT","RRExp_1","RRExp_4","RRExp_5","RRExp_6","RRExp_7","RRExp_7_TEXT","prereg-concerns","PreRegConList","PreRegCon_delay","PreRegCon_look","PreRegCon_prevent_exp","PreRegCon_stifle_creativity","PreRegCon_scooping","PreRegCon_other","PreRegCon_text","PreRegCon_prevent_sig","PreRegCon_diff_pub","PreRegCon_none","CodeDef","CodeImp","CodeExp","CodeUse_useOthers","CodeUse_mine","CodeUse_reading","CodeUse_other","CodeUse_text","CodeUse_peer","Code-concerns","CodeConcernList","CodeCon_criticise","CodeCon_diff_understand","CodeCon_assistance","CodeCon_lose_control","CodeCon_errors","CodeCon_credit","CodeCon_other","CodeCon_text","CodeCon_none","CodeCon_violate","CodeCon_ip","OpenDataDef","OpenDataImp","OpenDataExp","DataUse_useOthers","DataUse_mine","DataUse_peer","DataUse_reading","DataUse_other","DataUse_text","Data-Concerns","DataConcernsList","DataConcern_criticise","DataConcern_ip","DataConcern_devalues","DataConcern_other","DataConcern_text","DataConcern_none","DataConcern_effort","DataConcern_unfair","DataConcern_credit","DataConcern_ethics","DataConcern_privacy","DataConcern_control","DataConcern_scoop","PrePubDef","PrePubImp","PrePubExp","PrePubUse_upload","PrePubUse_other","PrePubUse_text","PrePubUse_cited","PrePubUse_read","PrePub-Concerns","PrePubConcernsText","PrePubConcern_policy","PrePubConcern_scoop","PrePubConcern_noise","PrePubConcern_citations","PrePubConcern_other","PrePubConcern_text","PrePubConcern_compare","PrePubConcern_none","OAdef","OAprop","OAfees_free","OAfees_research_income","OAfees_centre","OAfees_school","OAfees_collab","OAfees_own_money","OAfees_other","OAfees_text","OAfees_withdrew","OAfees_waiver","OAfees_hdr","LastStudy","LastStudy_TEXT","OSmost_data","OSmost_code","OSmost_prepub","OSmost_prereg","OSmost_none","OSmost_OA","OSmost_unknown","OSmost_other","OSmost_text","OSmost_repo","OSTools_1","OSTools_2","OSTools_3","OSTools_4","OSTools_5","OSTools_6","OSTools_7","OSTools_8","OSTools_9","OSTools_10","OSTools_11","OSTools_12","OSTools_22","OSToolsOther","OSBarriers","OSBarriersText","OSFacilitate","OSBarrier_noOAFunding","OSBarrier_noCredit","OSBarrier_noMandate","OSBarrier_noInfo","OSBarrier_noInfrastructure","OSBarrier_noTimeEngage","OSBarrier_colleaguesDis","OSBarrier_noInterest","OSBarrier_none","OSBarrier_intimidating","OSBarrier_other","OSBarrier_text","OSBarrier_supervisorsDis","OSBarrier_noTraining","OSBarrier_independent","OSBarrier_noRecognition","OSBarrier_noSupport","OSBarrier_noOSFunding","OSBarrier_noTimeLearn","OSBarrier_noExpertise","DefRR","crisis","RepEstimate","self_rep_1","self_rep_2","self_rep_3","self_rep_5","self_rep_6","self_rep_4","LearnedFrom_9","LearnedFrom_9_TEXT","LearnedFrom_10","LearnedFrom_11","LearnedFrom_12","LearnedFrom_13","LearnedFrom_14","LearnedFrom_15","LearnedFrom_16","LearnedFrom_17","LearnedSpec","Teaching_1","Teaching_2","Teaching_3","Teaching_4","Teaching_5","Teaching_6","Teaching_6_TEXT","Teaching_7","Teaching_8","AcLevel_1","AcLevel_2","AcLevel_3","AcLevel_4","AcLevel_5","AcLevel_6","AcLevel_7","AcLevel_9","AcLevel_10","AcLevel_10_TEXT","AcLevel_12","AcLevel_13","funded","FundKnow","Thanks","FORcode_2_num","FORcode_2_label","FORcode_4_num","FORcode_4_label","discipline","crisis_num","OverallExp_num","PreRegImp_num_o","PreRegExp_num","CodeImp_num_o","CodeExp_num","DataExp_num","DataImp_num_o","PrePubImp_num_o","PrePubExp_num","OAprop_num_o","PreRegImp_num","CodeImp_num","DataImp_num","PrePubImp_num","OAprop_num","OverallExp","PreRegExp","DataImp","DataExp","AcLevel_Label"
1011,3,"Not at all",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"others using your ideas and getting to the results faster",NA,NA,1,1,1,NA,NA,NA,1,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,"Extremely important","Extensive Experience",1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,"Half",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,0,2,0,0,0,0,2,0,0,0,1,0,1,"researchgate.net",0,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,4,"No Crisis",90,0,1,0,0,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2," Physical Sciences",205," Optical Physics","Physical Sciences","3","3","4","1","2","2","2","2","1","4","3","1","3","3","4","2","Some","Unaware","Somewhat important","Aware, But Not Used","Associate Professor"
1012,3,"Somewhat important",4,1,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"Somewhat unimportant","Some Use",1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,1,"How the data is used and attributed",NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,2,"Journals not publishing as its already available and if blind review at journal, it is no longer blind review. What happens if publication takes longer. How the pre-publication is used.",1,NA,NA,NA,NA,NA,NA,NA,1,"Some",1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,2,2,2,2,0,2,0,2,0,1,2,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Slight Crisis",80,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11," Medical and Health Sciences",1106," Human Movement and Sports Science","Medical & Health Sciences","2","3","2","4","3","3","2","3","4","2","4","3","2","2","1","1","Some","Reg Use","Somewhat unimportant","Aware, But Not Used","NA"
1013,2,"Somewhat unimportant",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"That others will use the ideas, especially related to part-time PhD candidates' ideas and be able to complete them more quickly than the candidate and publish before the candidate.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,NA,NA,1,NA,NA,1,"That others will publish from it before I have been able to exhaust publication possibilities.",NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,2,"/ That others could use the ideas/concepts with other data and publish quickly in a lower quality journal title that does not take a similar time to peer-review.",1,1,NA,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,2,0,2,0,0,0,0,0,1,1,1,NA,1,"Financial - the open publishing fee is generally substantially higher than the submission fee.  My Faculty does not provide research grants, only RIF funding based on prior publications, but many journals require substantial submission fees that I need to pay for personally, along with some databases that I pay for personally.  Whilst generally tax deductible, there is a limit to personal payments for research and professional body member fees that presents a barrier.","Greater research funding.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,"No Crisis",71,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"knowledge of UK open source publishing processes for its research quality assessment exercise.",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,15," Commerce, Management, Tourism and Services",1501," Accounting, Auditing and Accountability","Business & Law","3","2","3","1","4","2","3","1","3","2","0","2","1","4","2","0","Aware, But Not Used","Unaware","Extremely important","Some Use","Professor"
1014,2,"Researchers in my discipline do not conduct research studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Researchers in my discipline do not use materials and/or code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,2,"Getting scooped.",1,1,NA,1,NA,NA,NA,NA,1,"Some",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,2,2,1,2,0,0,0,2,1,2,2,NA,1,"industry engagement  /  / existing project IP","additional IP agreements, however, unlikely",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,5,"Significant Crisis",40,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3," Chemical Sciences",303," Macromolecular and Materials Chemistry","Math, Chem, Enviro, & Bio Sciences","1","2","0",NA,"0",NA,NA,"0","4","2","4","0","0","0","1","1","Aware, But Not Used",NA,"Research publications in my field are not based on data",NA,"Research Fellow"
1015,1,"Researchers in my discipline do not conduct research studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Researchers in my discipline do not use materials and/or code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,"Because it will open the research team to harassment from the public.",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not at all","Some Experience",1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,"Most",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,2,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,20," Language, Communication and Culture",NA,NA,"ASSH",NA,"1","0",NA,"0",NA,"1","2","4","3","2","0","0","3","1","3","Unaware",NA,"Somewhat important","Unaware","Lecturer"
1016,2,"Somewhat important",3,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,1,"Using human data the ethics around making their responses (incl de-identified) available publicly",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,2,0,0,0,0,0,0,0,2,1,0,0,NA,1,"The implementation of appropriate ethics for sharing human data","Framework for how people have overcome this before, speaking with human research ethics committee about requirements and considerations",1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,5,"Slight Crisis",45,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,1,17," Psychology and Cognitive Sciences",NA,NA,"Psyc & Cog Sciences","2","2","2","3","2","2","2","2","3","1","0","3","3","3","2","0","Aware, But Not Used","Some Experience","Somewhat important","Aware, But Not Used","PhD Student"
1017,2,"Not at all",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Concerns around IP, larger groups then being able to copy and produce results faster or with more resources.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,1,"misuse of data",NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,2,"Reviewers and journals regarding this a prior publication",1,NA,NA,1,NA,NA,NA,NA,1,"Some",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"It is still very much early days, Repositories are available but not commonly used. We have soem data repositories building, but again not commonly use. Open access is there, but patchy in its usage due to costs d",NA,0,0,2,1,2,0,0,0,0,0,1,2,1,NA,1,"funding or journal access models for subscription based open access","need a clear policy and funding framework on publications  - there is a disconnect between those who pay for journal subscriptions (libraries) and those who pay for open access publications. /  / Regarding open access data, repositories  - I would like there to be an easier was to look at the reproducibility, repeatability and replicability of data  - but again, who actually has the time to just be challenging the work done by others  -",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,4,"Slight Crisis",50,1,1,0,1,1,1,1,"Via my activities as a journal editor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,9," Engineering",912," Materials Engineering","Engineering","2","2","4","1","2","2","2","2","4","2","4","1","3","3","1","1","Aware, But Not Used","Unaware","Somewhat important","Aware, But Not Used","Professor"
1018,4,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"Preregistration only works for certain types of study. In the physical sciences, it may not be relevant - say, for example, mathematical proofs of putative mechanisms of interaction.",NA,NA,NA,1,"Extremely important","Regular Use",1,1,1,NA,NA,NA,1,"Need to ensure the data is de-identified (complies with ethical considerations) and is transformed into a format that is accessible to other workers. Also codes need to be upgradable by providers to ensure bug fixes etc. are included.",1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,1,3,1,1,1,NA,NA,NA,1,"Need to ensure data is de-identified and that it is in a format that is useable by others (maybe a standard format originating from a relevant learned society). Maybe need a password protection to ensure that data is used by an appropriate community. Getting data into a format suitable for an open repository takes time and effort which researchers may not be willing to commit. Need some form of incentive (or stick!).",1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,2,"It means possibly flawed papers are widely circulated ahead of formal peer review (as below).",1,NA,1,NA,NA,NA,NA,NA,1,"Some",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,0,0,0,0,0,0,0,0,0,2,0,1,NA,1,"I'm a associate editor of a learned society journal (published by Wiley) where the journal profit funds the learned society activities. Most of the articles are not open access and at no cost to the authors, the cost borne by the institutional library subscriptions.","Some sort of government help to allow authors to pay publication charges (as I believe has already happened in Germany).",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,"Significant Crisis",60,1,1,1,0,0,1,1,"By reading Nature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,9," Engineering",915," Interdisciplinary Engineering","Engineering","1","4","1","2","1","4","3","1","2","2","4","4","4","4","3","1","Extensive","Aware, But Not Used","Extremely important","Some Use","Professor"
1019,1,"Not at all",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,NA,1,"privacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,1,NA,NA,NA,NA,NA,NA,1,"privacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,"privacy",1,NA,NA,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"context of study is not repeatable",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,0,0,2,0,2,0,0,2,1,0,1,NA,1,"not applicable","the context of research is not repeatable so would not be applicable",1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,19," Studies in Creative Arts and Writing",1904," Performing Arts and Creative Writing","ASSH",NA,"1","4","1","4","1","1","4","4","1","0","1","1","1","1","0","Unaware","Unaware","Not at all","Unaware","Lecturer"
1020,4,"Somewhat unimportant",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not every eventuality regarding data analsis of rather uncontrolled field experiments (agriculture, forestry, plnat ecophysiology) can be anticipated. E.g. loss of data / samples due to weather events, desease of some samples in the trees, ... Our field site was flooded during a storem and we changed the data analysis to accomodate the lack of samples, change of treatments. For field experiments, pre-registration would be a hinderance to get the most our of the data",1,1,1,1,NA,NA,NA,NA,1,NA,1,"Extremely important","Regular Use",1,1,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,3,1,1,NA,1,NA,NA,0,NA,NA,1,NA,1,"Data should be shared with the publication, not before!",NA,NA,NA,NA,NA,1,NA,NA,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,"Some",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,1,1,2,2,1,2,1,2,2,2,1,2,NA,"gitlab.com",0,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,4,"Slight Crisis",60,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,1,NA,"Lab seminars, code sharing within the lab that led to public code sharing",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,6," Biological Sciences",607," Plant Biology","Math, Chem, Enviro, & Bio Sciences","2","4","3","2","1","4","3","1","3","2","4","2","4","4","2","1","Extensive","Aware, But Not Used","Extremely important","Some Use","Research Fellow"
1021,3,"Extremely important",3,NA,NA,1,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,"It could take longer to publish.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,3,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,"Somewhat unimportant","Some Experience",1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Half",1,1,NA,1,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,"If by common, you mean ""most"", then only open access publication. All are increasingly being used.",NA,1,2,2,NA,0,0,2,0,0,0,1,0,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,"Significant Crisis",30,1,1,1,0,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,1,"A number of sessions at major psychology conferences.",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"prefer not to answer",NA,NA,1,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","1","3","1","3","2","2","3","1","3","3","3","4","3","4","2","2","Some","Some Experience","Extremely important","Some Use","Other"
1022,1,"Somewhat important",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"If the study leads to patent-able material then there is a possibility that someone steals that. Not the IP directly related to the study, but the consequences of it. IP law would get fuzzy I imagine. This may lead to people registering deliberately vague or misleading studies which defeats the point.",NA,NA,1,1,1,NA,NA,NA,NA,NA,1,"Extremely important","Unaware",NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,"I don't know",NA,NA,NA,NA,NA,NA,1,"No publications as of yet.",NA,NA,NA,7,"No publications as of yet",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,0,2,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,4,"Slight Crisis",80,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,9," Engineering",999," Other Engineering","Engineering","2","1","2","1","1","1","1","1","3","1","5","3","4","4","2","5","Unaware","Unaware","Extremely important","Unaware","Masters Student"
1023,1,"Somewhat unimportant",4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Not at all","Regular Use",NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"I don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Significant Crisis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Not Specified",NA,NA,"Not Specified","1","1","3","4","4","4","2","3","4","2","5","2","1","2","1","5","Unaware","Reg Use","Somewhat unimportant","Aware, But Not Used","NA"
1024,3,"Extremely important",3,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,"Time cost of making data code book etc. so that it is accessible to others.",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Some",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,1,2,0,0,2,0,0,0,0,0,1,0,2,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,4,"Significant Crisis",40,0,0,0,0,0,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","1","3","1","3","1","2","2","1","3","2","4","4","4","4","2","1","Some","Some Experience","Extremely important","Aware, But Not Used","PhD Student"
1025,3,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,3,NA,1,NA,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,1,"Most",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,2,2,0,0,0,0,0,0,1,2,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Slight Crisis",70,0,1,1,0,0,1,NA,NA,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,1,1,20," Language, Communication and Culture",2001," Communication and Media Studies","ASSH","2","3","2","2","2","2","3","1","2","1","2","3","3","4","3","3","Some","Aware, But Not Used","Extremely important","Some Use","Masters Student"
